# results/CORPUS-EXCLUSIONS.tsv -- rows of results/all_runs.csv that are NOT what their CSV cell key says they are.
# Created at CORRECTIONS 230 (cycle 152).  Machine-readable; read it with analysis/corpus_exclusions.py.
#
# WHY: results/all_runs.csv has no column for a harness INTERVENTION that the ARGS line cannot carry.
# `cvt1` (CORRECTIONS 227) ran PATCH_VOTEWEIGHT with VOTE_W=<tensor>:<w>, which reweights one tensor's term
# inside the shared meta-gradient sum.  VOTE_W rides only the run's own `VOTE_W:` witness line, so
# aggregate.py (unedited) writes MUTE and DOSE rows with k01's cell key (granularity `scalar`) and INJECT
# rows with HEAD's cell key.  They are NOT plain scalar / plain HEAD measurements.
#
# RULE FOR EVERY CORPUS READER THAT POOLS BY CELL (noise floors, cell means, anchors, O2 re-derivations):
# drop every row whose (run, job_id) is listed here BEFORE grouping.  analysis/corpus_exclusions.py
# provides load() / is_excluded(row) / filter_rows(rows), and `--check` verifies this file against the CSV
# and the raw .out witness lines.  A new intervention batch whose design the ARGS line cannot carry
# appends its rows here in the same commit as its ingest.
#
# The plain arms of the same batch (cvt1-k01-*, cvt1-HEAD-*) print `VOTE_W: off` and are NOT listed:
# they are ordinary measurements of their cells.
#
# columns: run, job_id, batch, arm, looks_like (the plain arm whose cell key the row carries), intervention,
#          witness (the run's own VOTE_W line, verbatim), registered_at, reason
run	job_id	batch	arm	looks_like	intervention	witness	registered_at	reason
cvt3-MUTEDOWN-s85	5021063	cvt3	MUTEDOWN	k01 (granularity scalar)	VOTE_W=layer1.0.bn1.weight:0/layer1.0.bn2.weight:0/layer1.1.bn1.weight:0/layer1.1.bn2.weight:0/layer2.0.bn1.weight:0/layer2.0.bn2.weight:0/layer2.1.bn1.weight:0/layer2.1.bn2.weight:0/layer3.0.bn1.weight:0/layer3.0.bn2.weight:0/layer3.1.bn1.weight:0/layer3.1.conv2.weight:0/layer3.1.bn2.weight:0/layer4.0.conv1.weight:0/layer4.0.bn1.weight:0/layer4.0.conv2.weight:0/layer4.0.bn2.weight:0/layer4.1.conv1.weight:0/layer4.1.bn1.weight:0/layer4.1.conv2.weight:0/layer4.1.bn2.weight:0	VOTE_W: on type=scalar items=5:layer1.0.bn1.weight:w=0.0:group=0:groupsize=53,8:layer1.0.bn2.weight:w=0.0:group=0:groupsize=53,11:layer1.1.bn1.weight:w=0.0:group=0:groupsize=53,14:layer1.1.bn2.weight:w=0.0:group=0:groupsize=53,17:layer2.0.bn1.weight:w=0.0:group=0:groupsize=53,20:layer2.0.bn2.weight:w=0.0:group=0:groupsize=53,23:layer2.1.bn1.weight:w=0.0:group=0:groupsize=53,26:layer2.1.bn2.weight:w=0.0:group=0:groupsize=53,29:layer3.0.bn1.weight:w=0.0:group=0:groupsize=53,32:layer3.0.bn2.weight:w=0.0:group=0:groupsize=53,35:layer3.1.bn1.weight:w=0.0:group=0:groupsize=53,37:layer3.1.conv2.weight:w=0.0:group=0:groupsize=53,38:layer3.1.bn2.weight:w=0.0:group=0:groupsize=53,40:layer4.0.conv1.weight:w=0.0:group=0:groupsize=53,41:layer4.0.bn1.weight:w=0.0:group=0:groupsize=53,43:layer4.0.conv2.weight:w=0.0:group=0:groupsize=53,44:layer4.0.bn2.weight:w=0.0:group=0:groupsize=53,46:layer4.1.conv1.weight:w=0.0:group=0:groupsize=53,47:layer4.1.bn1.weight:w=0.0:group=0:groupsize=53,49:layer4.1.conv2.weight:w=0.0:group=0:groupsize=53,50:layer4.1.bn2.weight:w=0.0:group=0:groupsize=53	CORRECTIONS 232	vote-weight intervention not carried by any CSV column
cvt3-MUTEDOWN-s86	5021068	cvt3	MUTEDOWN	k01 (granularity scalar)	VOTE_W=layer1.0.bn1.weight:0/layer1.0.bn2.weight:0/layer1.1.bn1.weight:0/layer1.1.bn2.weight:0/layer2.0.bn1.weight:0/layer2.0.bn2.weight:0/layer2.1.bn1.weight:0/layer2.1.bn2.weight:0/layer3.0.bn1.weight:0/layer3.0.bn2.weight:0/layer3.1.bn1.weight:0/layer3.1.conv2.weight:0/layer3.1.bn2.weight:0/layer4.0.conv1.weight:0/layer4.0.bn1.weight:0/layer4.0.conv2.weight:0/layer4.0.bn2.weight:0/layer4.1.conv1.weight:0/layer4.1.bn1.weight:0/layer4.1.conv2.weight:0/layer4.1.bn2.weight:0	VOTE_W: on type=scalar items=5:layer1.0.bn1.weight:w=0.0:group=0:groupsize=53,8:layer1.0.bn2.weight:w=0.0:group=0:groupsize=53,11:layer1.1.bn1.weight:w=0.0:group=0:groupsize=53,14:layer1.1.bn2.weight:w=0.0:group=0:groupsize=53,17:layer2.0.bn1.weight:w=0.0:group=0:groupsize=53,20:layer2.0.bn2.weight:w=0.0:group=0:groupsize=53,23:layer2.1.bn1.weight:w=0.0:group=0:groupsize=53,26:layer2.1.bn2.weight:w=0.0:group=0:groupsize=53,29:layer3.0.bn1.weight:w=0.0:group=0:groupsize=53,32:layer3.0.bn2.weight:w=0.0:group=0:groupsize=53,35:layer3.1.bn1.weight:w=0.0:group=0:groupsize=53,37:layer3.1.conv2.weight:w=0.0:group=0:groupsize=53,38:layer3.1.bn2.weight:w=0.0:group=0:groupsize=53,40:layer4.0.conv1.weight:w=0.0:group=0:groupsize=53,41:layer4.0.bn1.weight:w=0.0:group=0:groupsize=53,43:layer4.0.conv2.weight:w=0.0:group=0:groupsize=53,44:layer4.0.bn2.weight:w=0.0:group=0:groupsize=53,46:layer4.1.conv1.weight:w=0.0:group=0:groupsize=53,47:layer4.1.bn1.weight:w=0.0:group=0:groupsize=53,49:layer4.1.conv2.weight:w=0.0:group=0:groupsize=53,50:layer4.1.bn2.weight:w=0.0:group=0:groupsize=53	CORRECTIONS 232	vote-weight intervention not carried by any CSV column
cvt3-MUTECTL-s84	5021059	cvt3	MUTECTL	k01 (granularity scalar)	VOTE_W=layer1.0.conv1.weight:0/layer1.0.bn1.bias:0/layer1.0.conv2.weight:0/layer1.0.bn2.bias:0/layer1.1.conv1.weight:0/layer1.1.bn1.bias:0/layer1.1.conv2.weight:0/layer1.1.bn2.bias:0/layer2.0.bn1.bias:0/layer2.0.conv2.weight:0/layer2.0.bn2.bias:0/layer2.1.bn1.bias:0/layer2.1.bn2.bias:0/layer3.0.bn1.bias:0/layer3.0.bn2.bias:0/layer3.1.bn1.bias:0/layer3.1.bn2.bias:0/layer4.0.bn1.bias:0/layer4.0.bn2.bias:0/layer4.1.bn1.bias:0/layer4.1.bn2.weight:0	VOTE_W: on type=scalar items=4:layer1.0.conv1.weight:w=0.0:group=0:groupsize=53,6:layer1.0.bn1.bias:w=0.0:group=0:groupsize=53,7:layer1.0.conv2.weight:w=0.0:group=0:groupsize=53,9:layer1.0.bn2.bias:w=0.0:group=0:groupsize=53,10:layer1.1.conv1.weight:w=0.0:group=0:groupsize=53,12:layer1.1.bn1.bias:w=0.0:group=0:groupsize=53,13:layer1.1.conv2.weight:w=0.0:group=0:groupsize=53,15:layer1.1.bn2.bias:w=0.0:group=0:groupsize=53,18:layer2.0.bn1.bias:w=0.0:group=0:groupsize=53,19:layer2.0.conv2.weight:w=0.0:group=0:groupsize=53,21:layer2.0.bn2.bias:w=0.0:group=0:groupsize=53,24:layer2.1.bn1.bias:w=0.0:group=0:groupsize=53,27:layer2.1.bn2.bias:w=0.0:group=0:groupsize=53,30:layer3.0.bn1.bias:w=0.0:group=0:groupsize=53,33:layer3.0.bn2.bias:w=0.0:group=0:groupsize=53,36:layer3.1.bn1.bias:w=0.0:group=0:groupsize=53,39:layer3.1.bn2.bias:w=0.0:group=0:groupsize=53,42:layer4.0.bn1.bias:w=0.0:group=0:groupsize=53,45:layer4.0.bn2.bias:w=0.0:group=0:groupsize=53,48:layer4.1.bn1.bias:w=0.0:group=0:groupsize=53,50:layer4.1.bn2.weight:w=0.0:group=0:groupsize=53	CORRECTIONS 232	vote-weight intervention not carried by any CSV column
cvt3-MUTECTL-s85	5021064	cvt3	MUTECTL	k01 (granularity scalar)	VOTE_W=layer1.0.conv1.weight:0/layer1.0.bn1.bias:0/layer1.0.conv2.weight:0/layer1.0.bn2.bias:0/layer1.1.conv1.weight:0/layer1.1.bn1.bias:0/layer1.1.conv2.weight:0/layer1.1.bn2.bias:0/layer2.0.bn1.bias:0/layer2.0.conv2.weight:0/layer2.0.bn2.bias:0/layer2.1.bn1.bias:0/layer2.1.bn2.bias:0/layer3.0.bn1.bias:0/layer3.0.bn2.bias:0/layer3.1.bn1.bias:0/layer3.1.bn2.bias:0/layer4.0.bn1.bias:0/layer4.0.bn2.bias:0/layer4.1.bn1.bias:0/layer4.1.bn2.weight:0	VOTE_W: on type=scalar items=4:layer1.0.conv1.weight:w=0.0:group=0:groupsize=53,6:layer1.0.bn1.bias:w=0.0:group=0:groupsize=53,7:layer1.0.conv2.weight:w=0.0:group=0:groupsize=53,9:layer1.0.bn2.bias:w=0.0:group=0:groupsize=53,10:layer1.1.conv1.weight:w=0.0:group=0:groupsize=53,12:layer1.1.bn1.bias:w=0.0:group=0:groupsize=53,13:layer1.1.conv2.weight:w=0.0:group=0:groupsize=53,15:layer1.1.bn2.bias:w=0.0:group=0:groupsize=53,18:layer2.0.bn1.bias:w=0.0:group=0:groupsize=53,19:layer2.0.conv2.weight:w=0.0:group=0:groupsize=53,21:layer2.0.bn2.bias:w=0.0:group=0:groupsize=53,24:layer2.1.bn1.bias:w=0.0:group=0:groupsize=53,27:layer2.1.bn2.bias:w=0.0:group=0:groupsize=53,30:layer3.0.bn1.bias:w=0.0:group=0:groupsize=53,33:layer3.0.bn2.bias:w=0.0:group=0:groupsize=53,36:layer3.1.bn1.bias:w=0.0:group=0:groupsize=53,39:layer3.1.bn2.bias:w=0.0:group=0:groupsize=53,42:layer4.0.bn1.bias:w=0.0:group=0:groupsize=53,45:layer4.0.bn2.bias:w=0.0:group=0:groupsize=53,48:layer4.1.bn1.bias:w=0.0:group=0:groupsize=53,50:layer4.1.bn2.weight:w=0.0:group=0:groupsize=53	CORRECTIONS 232	vote-weight intervention not carried by any CSV column
cvt3-MUTECTL-s86	5021069	cvt3	MUTECTL	k01 (granularity scalar)	VOTE_W=layer1.0.conv1.weight:0/layer1.0.bn1.bias:0/layer1.0.conv2.weight:0/layer1.0.bn2.bias:0/layer1.1.conv1.weight:0/layer1.1.bn1.bias:0/layer1.1.conv2.weight:0/layer1.1.bn2.bias:0/layer2.0.bn1.bias:0/layer2.0.conv2.weight:0/layer2.0.bn2.bias:0/layer2.1.bn1.bias:0/layer2.1.bn2.bias:0/layer3.0.bn1.bias:0/layer3.0.bn2.bias:0/layer3.1.bn1.bias:0/layer3.1.bn2.bias:0/layer4.0.bn1.bias:0/layer4.0.bn2.bias:0/layer4.1.bn1.bias:0/layer4.1.bn2.weight:0	VOTE_W: on type=scalar items=4:layer1.0.conv1.weight:w=0.0:group=0:groupsize=53,6:layer1.0.bn1.bias:w=0.0:group=0:groupsize=53,7:layer1.0.conv2.weight:w=0.0:group=0:groupsize=53,9:layer1.0.bn2.bias:w=0.0:group=0:groupsize=53,10:layer1.1.conv1.weight:w=0.0:group=0:groupsize=53,12:layer1.1.bn1.bias:w=0.0:group=0:groupsize=53,13:layer1.1.conv2.weight:w=0.0:group=0:groupsize=53,15:layer1.1.bn2.bias:w=0.0:group=0:groupsize=53,18:layer2.0.bn1.bias:w=0.0:group=0:groupsize=53,19:layer2.0.conv2.weight:w=0.0:group=0:groupsize=53,21:layer2.0.bn2.bias:w=0.0:group=0:groupsize=53,24:layer2.1.bn1.bias:w=0.0:group=0:groupsize=53,27:layer2.1.bn2.bias:w=0.0:group=0:groupsize=53,30:layer3.0.bn1.bias:w=0.0:group=0:groupsize=53,33:layer3.0.bn2.bias:w=0.0:group=0:groupsize=53,36:layer3.1.bn1.bias:w=0.0:group=0:groupsize=53,39:layer3.1.bn2.bias:w=0.0:group=0:groupsize=53,42:layer4.0.bn1.bias:w=0.0:group=0:groupsize=53,45:layer4.0.bn2.bias:w=0.0:group=0:groupsize=53,48:layer4.1.bn1.bias:w=0.0:group=0:groupsize=53,50:layer4.1.bn2.weight:w=0.0:group=0:groupsize=53	CORRECTIONS 232	vote-weight intervention not carried by any CSV column
cvt2-K13-s87	5021032	cvt2	K13	HEAD (granularity sets:1-49,51-53/layer4.1.bn2.weight)	VOTE_W=layer4.1.bn1.weight:13	VOTE_W: on type=blockwise items=47:layer4.1.bn1.weight:w=13.0:group=0:groupsize=52	CORRECTIONS 233	vote-weight intervention not carried by any CSV column
cvt2-K13-s88	5021039	cvt2	K13	HEAD (granularity sets:1-49,51-53/layer4.1.bn2.weight)	VOTE_W=layer4.1.bn1.weight:13	VOTE_W: on type=blockwise items=47:layer4.1.bn1.weight:w=13.0:group=0:groupsize=52	CORRECTIONS 233	vote-weight intervention not carried by any CSV column
cvt2-K13-s89	5021047	cvt2	K13	HEAD (granularity sets:1-49,51-53/layer4.1.bn2.weight)	VOTE_W=layer4.1.bn1.weight:13	VOTE_W: on type=blockwise items=47:layer4.1.bn1.weight:w=13.0:group=0:groupsize=52	CORRECTIONS 233	vote-weight intervention not carried by any CSV column
cvt2-K33-s87	5021033	cvt2	K33	HEAD (granularity sets:1-49,51-53/layer4.1.bn2.weight)	VOTE_W=layer4.1.bn1.weight:33	VOTE_W: on type=blockwise items=47:layer4.1.bn1.weight:w=33.0:group=0:groupsize=52	CORRECTIONS 233	vote-weight intervention not carried by any CSV column
cvt2-K33-s88	5021040	cvt2	K33	HEAD (granularity sets:1-49,51-53/layer4.1.bn2.weight)	VOTE_W=layer4.1.bn1.weight:33	VOTE_W: on type=blockwise items=47:layer4.1.bn1.weight:w=33.0:group=0:groupsize=52	CORRECTIONS 233	vote-weight intervention not carried by any CSV column
cvt2-K33-s89	5021048	cvt2	K33	HEAD (granularity sets:1-49,51-53/layer4.1.bn2.weight)	VOTE_W=layer4.1.bn1.weight:33	VOTE_W: on type=blockwise items=47:layer4.1.bn1.weight:w=33.0:group=0:groupsize=52	CORRECTIONS 233	vote-weight intervention not carried by any CSV column
cvt2-K152-s87	5021034	cvt2	K152	HEAD (granularity sets:1-49,51-53/layer4.1.bn2.weight)	VOTE_W=layer4.1.bn1.weight:152	VOTE_W: on type=blockwise items=47:layer4.1.bn1.weight:w=152.0:group=0:groupsize=52	CORRECTIONS 233	vote-weight intervention not carried by any CSV column
cvt2-K152-s88	5021042	cvt2	K152	HEAD (granularity sets:1-49,51-53/layer4.1.bn2.weight)	VOTE_W=layer4.1.bn1.weight:152	VOTE_W: on type=blockwise items=47:layer4.1.bn1.weight:w=152.0:group=0:groupsize=52	CORRECTIONS 233	vote-weight intervention not carried by any CSV column
cvt2-K152-s89	5021049	cvt2	K152	HEAD (granularity sets:1-49,51-53/layer4.1.bn2.weight)	VOTE_W=layer4.1.bn1.weight:152	VOTE_W: on type=blockwise items=47:layer4.1.bn1.weight:w=152.0:group=0:groupsize=52	CORRECTIONS 233	vote-weight intervention not carried by any CSV column
cvt2-K691-s87	5021035	cvt2	K691	HEAD (granularity sets:1-49,51-53/layer4.1.bn2.weight)	VOTE_W=layer4.1.bn1.weight:691	VOTE_W: on type=blockwise items=47:layer4.1.bn1.weight:w=691.0:group=0:groupsize=52	CORRECTIONS 233	vote-weight intervention not carried by any CSV column
cvt2-K691-s88	5021043	cvt2	K691	HEAD (granularity sets:1-49,51-53/layer4.1.bn2.weight)	VOTE_W=layer4.1.bn1.weight:691	VOTE_W: on type=blockwise items=47:layer4.1.bn1.weight:w=691.0:group=0:groupsize=52	CORRECTIONS 233	vote-weight intervention not carried by any CSV column
cvt2-K691-s89	5021050	cvt2	K691	HEAD (granularity sets:1-49,51-53/layer4.1.bn2.weight)	VOTE_W=layer4.1.bn1.weight:691	VOTE_W: on type=blockwise items=47:layer4.1.bn1.weight:w=691.0:group=0:groupsize=52	CORRECTIONS 233	vote-weight intervention not carried by any CSV column
cvt2-K2000-s87	5021036	cvt2	K2000	HEAD (granularity sets:1-49,51-53/layer4.1.bn2.weight)	VOTE_W=layer4.1.bn1.weight:2000	VOTE_W: on type=blockwise items=47:layer4.1.bn1.weight:w=2000.0:group=0:groupsize=52	CORRECTIONS 233	vote-weight intervention not carried by any CSV column
cvt2-K2000-s88	5021044	cvt2	K2000	HEAD (granularity sets:1-49,51-53/layer4.1.bn2.weight)	VOTE_W=layer4.1.bn1.weight:2000	VOTE_W: on type=blockwise items=47:layer4.1.bn1.weight:w=2000.0:group=0:groupsize=52	CORRECTIONS 233	vote-weight intervention not carried by any CSV column
cvt2-K2000-s89	5021051	cvt2	K2000	HEAD (granularity sets:1-49,51-53/layer4.1.bn2.weight)	VOTE_W=layer4.1.bn1.weight:2000	VOTE_W: on type=blockwise items=47:layer4.1.bn1.weight:w=2000.0:group=0:groupsize=52	CORRECTIONS 233	vote-weight intervention not carried by any CSV column
