run,job_id,account,network,dataset,batch_size,granularity,base,meta,meta_stepsize,alpha0,gamma,augment,beta_clip,hier,lam,eta_ratio,seed,epochs_done,epochs_requested,best_test,final_test,final_train,collapsed,node,wallclock_min,provenance,dup_group,superseded,ep_to_85,ep_to_88,ep_to_90,plateau,ep_in_band_90
p6f-r10-node,4683584,salehkaleybars,ResNet10,CIFAR10,100,nodewise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,0,20,20,86.44,86.44,88.72,0,node880,5,env,,0,17,,,69.77,0
p4-r10-node,4683367,salehkaleybars,ResNet10,CIFAR10,100,nodewise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,shrink,1.0,na,0,20,20,71.4,69.5,72.57,0,node881,6,env,,0,,,,55.967,0
p7-r10-node-s1,4685328,salehkaleybars,ResNet10,CIFAR10,100,nodewise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,1,20,20,85.99,85.99,88.37,0,node886,5,env,,0,20,,,69.739,0
p7-r10-node-s2,4685331,salehkaleybars,ResNet10,CIFAR10,100,nodewise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,2,20,20,86.25,85.87,88.49,0,node881,5,env,,0,17,,,70.096,0
p4-r10-scal,4683365,salehkaleybars,ResNet10,CIFAR10,100,scalar,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,0,20,20,71.57,71.42,71.93,0,node887,6,env,,0,,,,62.149,0
sc-ResNet10-scal-s0,4683074,salehkaleybars,ResNet10,CIFAR10,100,scalar,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,0,100,100,71.86,71.79,72.14,0,node882,30,env,,0,,,,71.697,0
sc-ResNet10-scal-s1,4683078,salehkaleybars,ResNet10,CIFAR10,100,scalar,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,1,100,100,70.57,70.5,70.88,0,node883,30,env,,0,,,,70.36,0
sc-ResNet10-scal-s2,4683082,salehkaleybars,ResNet10,CIFAR10,100,scalar,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,2,100,100,70.33,70.21,70.36,0,node881,30,env,,0,,,,70.17,0
p4-r10-w,4683368,salehkaleybars,ResNet10,CIFAR10,100,weightwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,shrink,1.0,na,0,20,20,68.22,68.22,67.87,0,node882,6,env,,0,,,,51.285,0
p6f-r10-w,4683585,salehkaleybars,ResNet10,CIFAR10,100,weightwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,0,20,20,77.94,77.94,78.04,0,node885,4,env,,0,,,,61.367,0
p7-r10-w-s1,4685329,salehkaleybars,ResNet10,CIFAR10,100,weightwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,1,20,20,76.63,76.54,77.68,0,node882,4,env,,0,,,,61.448,0
p7-r10-w-s2,4685332,salehkaleybars,ResNet10,CIFAR10,100,weightwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,2,20,20,78.26,78.26,78.41,0,node880,4,env,,0,,,,62.19,0
sm_ResNet101,4680737,salehkaleybars,ResNet101,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,0,2,2,10.45,10.45,10.2,0,node885,4,env,,0,,,,,0
cs-r10-add-s0,4683708,salehkaleybars,ResNet10_c100,CIFAR100,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.06,0,100,100,12.55,5.51,5.5,0,node851,65,env,,0,,,,5.51,0
cs-r10-layer-s0,4683767,salehkaleybars,ResNet10_c100,CIFAR100,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,0,100,100,69.26,68.96,89.71,0,node886,21,env,,0,,,,68.609,0
cs-r10-layer-s1,4683769,salehkaleybars,ResNet10_c100,CIFAR100,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,1,100,100,68.78,67.99,89.77,0,node880,21,env,,0,,,,68.234,0
cs-r10-add-s1,4683711,salehkaleybars,ResNet10_c100,CIFAR100,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.06,1,100,100,12.11,5.57,5.62,0,node887,21,env,,0,,,,5.577,0
cs-r10-layer-s2,4683771,salehkaleybars,ResNet10_c100,CIFAR100,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,2,100,100,68.71,68.11,89.29,0,node887,21,env,,0,,,,67.954,0
cs-r10-add-s2,4683714,salehkaleybars,ResNet10_c100,CIFAR100,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.06,2,100,100,12.43,5.55,5.5,0,node885,21,env,,0,,,,5.587,0
cs-r10-scal-s0,4683766,salehkaleybars,ResNet10_c100,CIFAR100,100,scalar,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,0,100,100,13.09,12.78,12.64,0,node887,29,env,,0,,,,12.863,0
cs-r10-scal-s1,4683768,salehkaleybars,ResNet10_c100,CIFAR100,100,scalar,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,1,100,100,13.02,12.95,12.5,0,node886,29,env,,0,,,,12.839,0
cs-r10-scal-s2,4683770,salehkaleybars,ResNet10_c100,CIFAR100,100,scalar,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,2,100,100,13.36,13.27,12.79,0,node859,72,env,,0,,,,13.201,0
bg300_cos_s0,4683664,salehkaleybars,ResNet18,CIFAR10,100,?,AdamW,?,,1e-3,1,1,none,,na,na,0,300,300,95.24,95.21,100.0,0,node868,91,env,,0,17,21,28,95.139,72
fxcos_3e-4_s0,4683251,salehkaleybars,ResNet18,CIFAR10,100,?,AdamW,?,,3e-4,1,1,none,,na,na,0,100,100,94.28,94.22,100.0,0,node886,31,env,,0,10,17,24,94.102,14
fx_adamw_1e-3_s0,4682785,salehkaleybars,ResNet18,CIFAR10,100,?,AdamW,?,,1e-3,1,1,none,,na,na,0,100,100,91.7,89.58,96.19,0,node880,31,env,,0,12,22,30,90.227,67
fxcos_1e-4_s0,4683248,salehkaleybars,ResNet18,CIFAR10,100,?,AdamW,?,,1e-4,1,1,none,,na,na,0,100,100,93.17,93.16,99.99,0,node881,31,env,,0,15,20,32,93.044,17
fxcos_1e-3_s0,4683254,salehkaleybars,ResNet18,CIFAR10,100,?,AdamW,?,,1e-3,1,1,none,,na,na,0,100,100,94.31,94.29,99.99,0,node887,31,env,,0,10,17,17,94.129,15
fx_adamw_1e-4_s0,4682781,salehkaleybars,ResNet18,CIFAR10,100,?,AdamW,?,,1e-4,1,1,none,,na,na,0,100,100,92.29,91.83,98.95,0,node880,31,env,,0,21,31,35,91.415,42
bg600_cos_s0,4683670,salehkaleybars,ResNet18,CIFAR10,100,?,AdamW,?,,1e-3,1,1,none,,na,na,0,255,600,92.4,91.76,97.92,0,node883,,env,,0,14,22,28,91.644,135
fx_adamw_3e-4_s0,4682783,salehkaleybars,ResNet18,CIFAR10,100,?,AdamW,?,,3e-4,1,1,none,,na,na,0,100,100,92.56,91.65,98.67,0,node887,31,env,,0,17,22,33,91.876,22
bx-5e-3-s0,4687538,salehkaleybars,ResNet18,CIFAR10,100,?,AdamW,?,,5e-3,1,1,none,,na,na,0,100,100,94.71,94.65,99.95,0,node887,31,env,,0,23,56,64,94.128,6
bx-2e-3-s0,4687537,salehkaleybars,ResNet18,CIFAR10,100,?,AdamW,?,,2e-3,1,1,none,,na,na,0,100,100,94.53,94.51,99.97,0,node885,31,env,,0,11,22,35,94.222,25
fxcos-3e-3-s0,4683737,salehkaleybars,ResNet18,CIFAR10,100,?,AdamW,?,,3e-3,1,1,none,,na,na,0,100,100,94.96,94.91,99.97,0,node886,31,env,,0,15,33,46,94.536,18
bl-adw-1e-2-s0,4687299,salehkaleybars,ResNet18,CIFAR10,100,?,AdamW,?,,1e-2,1,1,none,,na,na,0,100,100,93.87,93.81,99.74,0,node883,30,env,,0,56,71,75,92.792,8
fx_adamw_3e-3_s0,4682787,salehkaleybars,ResNet18,CIFAR10,100,?,AdamW,?,,3e-3,1,1,none,,na,na,0,100,100,88.85,85.35,91.62,0,node881,30,env,,0,17,40,,85.556,0
fx_adamw_1e-4_s1,4682782,salehkaleybars,ResNet18,CIFAR10,100,?,AdamW,?,,1e-4,1,1,none,,na,na,1,100,100,91.88,91.88,99.02,0,node886,31,env,,0,26,31,48,91.238,40
fxcos_1e-4_s1,4683249,salehkaleybars,ResNet18,CIFAR10,100,?,AdamW,?,,1e-4,1,1,none,,na,na,1,100,100,93.1,93.06,99.99,0,node883,31,env,,0,16,25,32,92.926,15
bg300_cos_s1,4683666,salehkaleybars,ResNet18,CIFAR10,100,?,AdamW,?,,1e-3,1,1,none,,na,na,1,300,300,94.9,94.87,100.0,0,node884,93,env,,0,11,24,35,94.819,75
bg600_cos_s1,4683672,salehkaleybars,ResNet18,CIFAR10,100,?,AdamW,?,,1e-3,1,1,none,,na,na,1,225,600,92.13,92.0,97.65,0,node883,,env,,0,13,22,32,91.301,119
fxcos-3e-3-s1,4683738,salehkaleybars,ResNet18,CIFAR10,100,?,AdamW,?,,3e-3,1,1,none,,na,na,1,100,100,94.69,94.65,99.97,0,node884,30,env,,0,15,32,44,94.342,16
gate0_adamw_s1,4650663,salehkaleybars,ResNet18,CIFAR10,100,?,AdamW,?,,1e-5,,?,none,,na,na,1,100,100,59.98,57.26,99.89,0,node887,31,inferred,,0,,,,58.227,0
fxcos_3e-4_s1,4683252,salehkaleybars,ResNet18,CIFAR10,100,?,AdamW,?,,3e-4,1,1,none,,na,na,1,100,100,94.27,94.27,99.99,0,node881,31,env,,0,11,14,26,94.069,10
fx_adamw_3e-3_s1,4682788,salehkaleybars,ResNet18,CIFAR10,100,?,AdamW,?,,3e-3,1,1,none,,na,na,1,100,100,90.15,87.04,91.61,0,node883,31,env,,0,19,32,86,86.368,1
bx-2e-3-s1,4687539,salehkaleybars,ResNet18,CIFAR10,100,?,AdamW,?,,2e-3,1,1,none,,na,na,1,100,100,94.79,94.7,99.98,0,node887,30,env,,0,13,24,39,94.373,20
fxcos_1e-3_s1,4683255,salehkaleybars,ResNet18,CIFAR10,100,?,AdamW,?,,1e-3,1,1,none,,na,na,1,100,100,94.41,94.35,99.99,0,node885,31,env,,0,11,13,24,94.092,16
bl-adw-1e-2-s1,4687300,salehkaleybars,ResNet18,CIFAR10,100,?,AdamW,?,,1e-2,1,1,none,,na,na,1,100,100,93.98,93.97,99.79,0,node883,30,env,,0,61,65,78,92.91,5
fx_adamw_1e-3_s1,4682786,salehkaleybars,ResNet18,CIFAR10,100,?,AdamW,?,,1e-3,1,1,none,,na,na,1,100,100,91.73,89.36,96.37,0,node882,31,env,,0,15,22,34,90.301,65
fx_adamw_3e-4_s1,4682784,salehkaleybars,ResNet18,CIFAR10,100,?,AdamW,?,,3e-4,1,1,none,,na,na,1,100,100,92.59,91.23,98.76,0,node887,31,env,,0,17,25,31,91.739,24
bx-5e-3-s1,4687540,salehkaleybars,ResNet18,CIFAR10,100,?,AdamW,?,,5e-3,1,1,none,,na,na,1,100,100,95.01,94.94,99.97,0,node886,30,env,,0,23,48,67,94.259,7
bl-adw-1e-2-s2,4687301,salehkaleybars,ResNet18,CIFAR10,100,?,AdamW,?,,1e-2,1,1,none,,na,na,2,100,100,93.69,93.65,99.76,0,node885,30,env,,0,60,68,78,92.759,6
fxcos_1e-4_s2,4683250,salehkaleybars,ResNet18,CIFAR10,100,?,AdamW,?,,1e-4,1,1,none,,na,na,2,100,100,92.69,92.62,100.0,0,node887,31,env,,0,13,21,33,92.584,25
fx_adamw_1e-4_s2,4683242,salehkaleybars,ResNet18,CIFAR10,100,?,AdamW,?,,1e-4,1,1,none,,na,na,2,100,100,91.84,91.75,98.91,0,node887,31,env,,0,23,28,50,91.151,44
bx-2e-3-s2,4687541,salehkaleybars,ResNet18,CIFAR10,100,?,AdamW,?,,2e-3,1,1,none,,na,na,2,100,100,94.7,94.65,99.99,0,node883,30,env,,0,11,20,32,94.373,18
fx_adamw_3e-4_s2,4683245,salehkaleybars,ResNet18,CIFAR10,100,?,AdamW,?,,3e-4,1,1,none,,na,na,2,100,100,92.59,91.92,98.81,0,node887,31,env,,0,14,23,30,91.938,23
fxcos-3e-3-s2,4683739,salehkaleybars,ResNet18,CIFAR10,100,?,AdamW,?,,3e-3,1,1,none,,na,na,2,100,100,94.96,94.96,99.97,0,node884,31,env,,0,12,32,47,94.499,14
bg600_cos_s2,4683674,salehkaleybars,ResNet18,CIFAR10,100,?,AdamW,?,,1e-3,1,1,none,,na,na,2,137,600,92.08,90.44,96.8,0,node868,,env,,0,13,25,29,90.687,87
fxcos_1e-3_s2,4683256,salehkaleybars,ResNet18,CIFAR10,100,?,AdamW,?,,1e-3,1,1,none,,na,na,2,100,100,94.18,94.18,99.99,0,node858,64,env,,0,10,17,23,94.058,16
bg300_cos_s2,4683668,salehkaleybars,ResNet18,CIFAR10,100,?,AdamW,?,,1e-3,1,1,none,,na,na,2,300,300,95.14,95.02,100.0,0,node886,93,env,,0,13,23,27,95.04,78
bx-5e-3-s2,4687542,salehkaleybars,ResNet18,CIFAR10,100,?,AdamW,?,,5e-3,1,1,none,,na,na,2,100,100,94.73,94.73,99.95,0,node883,31,env,,0,30,49,65,94.151,10
fxcos_3e-4_s2,4683253,salehkaleybars,ResNet18,CIFAR10,100,?,AdamW,?,,3e-4,1,1,none,,na,na,2,100,100,94.15,94.15,99.99,0,node886,31,env,,0,10,15,26,94.016,14
fxcos-3e-4-s3,4683734,salehkaleybars,ResNet18,CIFAR10,100,?,AdamW,?,,3e-4,1,1,none,,na,na,3,100,100,94.08,93.98,100.0,0,node884,31,env,,0,11,17,23,93.866,15
bx-3e-3-s3,4687547,salehkaleybars,ResNet18,CIFAR10,100,?,AdamW,?,,3e-3,1,1,none,,na,na,3,100,100,94.69,94.43,99.98,0,node887,30,env,,0,15,32,54,94.236,16
bl-adw-3e-4-s3,4687305,salehkaleybars,ResNet18,CIFAR10,100,?,AdamW,?,,3e-4,1,1,none,,na,na,3,100,100,94.09,94.09,99.99,0,node883,30,env,,0,11,16,23,93.877,12
bx-2e-3-s3,4687543,salehkaleybars,ResNet18,CIFAR10,100,?,AdamW,?,,2e-3,1,1,none,,na,na,3,100,100,94.97,94.84,99.99,0,node883,30,env,,0,12,21,33,94.611,18
fxcos-1e-3-s3,4683733,salehkaleybars,ResNet18,CIFAR10,100,?,AdamW,?,,1e-3,1,1,none,,na,na,3,100,100,94.32,94.32,99.99,0,node885,31,env,,0,12,14,21,94.112,18
fx_adamw_3e-4_s3,4683246,salehkaleybars,ResNet18,CIFAR10,100,?,AdamW,?,,3e-4,1,1,none,,na,na,3,100,100,92.53,92.33,98.76,0,node885,31,env,,0,16,24,32,92.024,16
bx-5e-3-s3,4687544,salehkaleybars,ResNet18,CIFAR10,100,?,AdamW,?,,5e-3,1,1,none,,na,na,3,100,100,94.62,94.51,99.96,0,node885,31,env,,0,33,46,63,94.066,9
fx_adamw_1e-4_s3,4683243,salehkaleybars,ResNet18,CIFAR10,100,?,AdamW,?,,1e-4,1,1,none,,na,na,3,100,100,91.96,91.74,99.06,0,node886,31,env,,0,23,32,45,91.306,35
bl-adw-1e-2-s3,4687302,salehkaleybars,ResNet18,CIFAR10,100,?,AdamW,?,,1e-2,1,1,none,,na,na,3,100,100,93.34,93.32,99.75,0,node883,30,env,,0,55,69,73,92.451,9
bl-adw-1e-3-s3,4687304,salehkaleybars,ResNet18,CIFAR10,100,?,AdamW,?,,1e-3,1,1,none,,na,na,3,100,100,94.0,93.97,99.99,0,node886,30,env,,0,12,17,25,93.851,19
bl-adw-1e-3-s4,4687306,salehkaleybars,ResNet18,CIFAR10,100,?,AdamW,?,,1e-3,1,1,none,,na,na,4,100,100,94.28,94.23,99.98,0,node883,31,env,,0,11,17,26,94.064,21
fxcos-3e-4-s4,4683736,salehkaleybars,ResNet18,CIFAR10,100,?,AdamW,?,,3e-4,1,1,none,,na,na,4,100,100,94.01,93.94,99.99,0,node885,31,env,,0,11,19,23,93.843,14
bl-adw-1e-2-s4,4687303,salehkaleybars,ResNet18,CIFAR10,100,?,AdamW,?,,1e-2,1,1,none,,na,na,4,100,100,94.07,94.07,99.77,0,node859,61,env,,0,53,70,77,93.005,5
fxcos-1e-3-s4,4683735,salehkaleybars,ResNet18,CIFAR10,100,?,AdamW,?,,1e-3,1,1,none,,na,na,4,100,100,94.39,94.39,99.99,0,node884,31,env,,0,11,17,22,94.162,19
bx-2e-3-s4,4687545,salehkaleybars,ResNet18,CIFAR10,100,?,AdamW,?,,2e-3,1,1,none,,na,na,4,100,100,94.87,94.81,99.98,0,node859,62,env,,0,11,21,26,94.385,21
fx_adamw_1e-4_s4,4683244,salehkaleybars,ResNet18,CIFAR10,100,?,AdamW,?,,1e-4,1,1,none,,na,na,4,100,100,91.57,89.77,99.0,0,node886,31,env,,0,22,37,54,90.829,49
fx_adamw_3e-4_s4,4683247,salehkaleybars,ResNet18,CIFAR10,100,?,AdamW,?,,3e-4,1,1,none,,na,na,4,100,100,92.27,92.09,98.74,0,node882,31,env,,0,18,26,32,91.715,23
bx-3e-3-s4,4687548,salehkaleybars,ResNet18,CIFAR10,100,?,AdamW,?,,3e-3,1,1,none,,na,na,4,100,100,94.82,94.69,99.99,0,node886,30,env,,0,19,25,50,94.323,11
bl-adw-3e-4-s4,4687307,salehkaleybars,ResNet18,CIFAR10,100,?,AdamW,?,,3e-4,1,1,none,,na,na,4,100,100,94.05,93.96,99.99,0,node883,30,env,,0,12,19,20,93.869,11
bx-5e-3-s4,4687546,salehkaleybars,ResNet18,CIFAR10,100,?,AdamW,?,,5e-3,1,1,none,,na,na,4,100,100,94.77,94.68,99.96,0,node887,31,env,,0,27,37,60,94.113,7
pp_layer_s0,4683703,salehkaleybars,ResNet18,CIFAR10,100,layerwise,AdamW,Adam,1e-3,1e-6,1,0,-15:-2.3026,,na,na,0,100,100,73.37,73.11,99.97,0,node887,36,env,,0,,,,73.04,0
bg300_meta_s0,4683665,salehkaleybars,ResNet18,CIFAR10,100,layerwise,AdamW,Adam,1e-3,1e-4,1,1,-15:-2.3026,additive,na,0.06,0,253,300,93.17,93.0,99.99,0,node881,,env,,0,7,9,12,93.013,8
dc-awscal-a1e3-s0,4683409,salehkaleybars,ResNet18,CIFAR10,100,layerwise,AdamW,Adam,1e-3,1e-3,1,1,-15:-2.3026,,na,na,0,100,100,91.12,90.74,99.91,0,node887,39,env,,0,9,13,29,90.819,80
dc-aw-a1e3-s0,4683407,salehkaleybars,ResNet18,CIFAR10,100,layerwise,AdamW,Adam,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.06,0,100,100,91.76,91.4,99.89,0,node885,40,env,,0,9,12,21,91.489,31
bg600_meta_s0,4683671,salehkaleybars,ResNet18,CIFAR10,100,layerwise,AdamW,Adam,1e-3,1e-4,1,1,-15:-2.3026,additive,na,0.06,0,198,600,93.21,93.04,99.98,0,node883,,env,,0,7,9,12,92.96,5
dc-aw-a1e4-s0,4683408,salehkaleybars,ResNet18,CIFAR10,100,layerwise,AdamW,Adam,1e-3,1e-4,1,1,-15:-2.3026,additive,na,0.06,0,100,100,93.02,92.78,99.89,0,node887,40,env,,0,7,10,13,92.748,8
dc-awscal-a1e3-s1,4683414,salehkaleybars,ResNet18,CIFAR10,100,layerwise,AdamW,Adam,1e-3,1e-3,1,1,-15:-2.3026,,na,na,1,100,100,91.36,90.99,99.89,0,node883,39,env,,0,9,15,29,91.041,61
pp_layer_s1,4683704,salehkaleybars,ResNet18,CIFAR10,100,layerwise,AdamW,Adam,1e-3,1e-6,1,0,-15:-2.3026,,na,na,1,100,100,74.35,73.89,99.99,0,node887,36,env,,0,,,,73.858,0
bg600_meta_s1,4683673,salehkaleybars,ResNet18,CIFAR10,100,layerwise,AdamW,Adam,1e-3,1e-4,1,1,-15:-2.3026,additive,na,0.06,1,80,600,93.02,92.82,99.85,0,node853,,env,,0,8,10,13,92.695,6
bg300_meta_s1,4683667,salehkaleybars,ResNet18,CIFAR10,100,layerwise,AdamW,Adam,1e-3,1e-4,1,1,-15:-2.3026,additive,na,0.06,1,254,300,93.35,93.21,99.99,0,node885,,env,,0,7,8,11,93.13,5
dc-aw-a1e3-s1,4683412,salehkaleybars,ResNet18,CIFAR10,100,layerwise,AdamW,Adam,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.06,1,100,100,91.92,91.49,99.93,0,node887,40,env,,0,8,11,18,91.52,30
dc-aw-a1e4-s1,4683413,salehkaleybars,ResNet18,CIFAR10,100,layerwise,AdamW,Adam,1e-3,1e-4,1,1,-15:-2.3026,additive,na,0.06,1,100,100,92.96,92.94,99.92,0,node881,39,env,,0,7,9,13,92.713,5
dc-awscal-a1e3-s2,4683419,salehkaleybars,ResNet18,CIFAR10,100,layerwise,AdamW,Adam,1e-3,1e-3,1,1,-15:-2.3026,,na,na,2,100,100,91.43,91.05,99.91,0,node887,40,env,,0,10,17,32,91.062,67
pp_layer_s2,4683705,salehkaleybars,ResNet18,CIFAR10,100,layerwise,AdamW,Adam,1e-3,1e-6,1,0,-15:-2.3026,,na,na,2,100,100,73.96,73.25,99.98,0,node884,35,env,,0,,,,73.34,0
dc-aw-a1e3-s2,4683417,salehkaleybars,ResNet18,CIFAR10,100,layerwise,AdamW,Adam,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.06,2,100,100,91.72,91.5,99.9,0,node880,39,env,,0,8,14,22,91.335,46
dc-aw-a1e4-s2,4683418,salehkaleybars,ResNet18,CIFAR10,100,layerwise,AdamW,Adam,1e-3,1e-4,1,1,-15:-2.3026,additive,na,0.06,2,100,100,93.06,92.98,99.89,0,node881,40,env,,0,7,9,12,92.805,6
bg300_meta_s2,4683669,salehkaleybars,ResNet18,CIFAR10,100,layerwise,AdamW,Adam,1e-3,1e-4,1,1,-15:-2.3026,additive,na,0.06,2,250,300,93.08,92.83,99.99,0,node884,,env,,0,8,9,12,92.819,9
dc-aw-a1e4-s3,4683423,salehkaleybars,ResNet18,CIFAR10,100,layerwise,AdamW,Adam,1e-3,1e-4,1,1,-15:-2.3026,additive,na,0.06,3,100,100,92.67,92.3,99.94,0,node885,39,env,,0,6,9,11,92.48,8
dc-awscal-a1e3-s3,4683424,salehkaleybars,ResNet18,CIFAR10,100,layerwise,AdamW,Adam,1e-3,1e-3,1,1,-15:-2.3026,,na,na,3,100,100,90.83,90.8,99.9,0,node886,39,env,,0,9,16,34,90.625,79
dc-aw-a1e3-s3,4683422,salehkaleybars,ResNet18,CIFAR10,100,layerwise,AdamW,Adam,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.06,3,100,100,91.67,91.47,99.89,0,node886,40,env,,0,8,11,20,91.422,37
dc-awscal-a1e3-s4,4683429,salehkaleybars,ResNet18,CIFAR10,100,layerwise,AdamW,Adam,1e-3,1e-3,1,1,-15:-2.3026,,na,na,4,100,100,91.16,91.16,99.92,0,node882,39,env,,0,8,14,27,90.853,72
dc-aw-a1e4-s4,4683428,salehkaleybars,ResNet18,CIFAR10,100,layerwise,AdamW,Adam,1e-3,1e-4,1,1,-15:-2.3026,additive,na,0.06,4,100,100,92.8,92.34,99.9,0,node882,40,env,,0,8,10,11,92.547,6
dc-aw-a1e3-s4,4683427,salehkaleybars,ResNet18,CIFAR10,100,layerwise,AdamW,Adam,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.06,4,100,100,91.37,91.23,99.88,0,node880,39,env,,0,8,12,20,91.095,59
pp_blk6_s0,4683700,salehkaleybars,ResNet18,CIFAR10,100,resnet18_blocks,AdamW,Adam,1e-3,1e-6,1,0,-15:-2.3026,,na,na,0,100,100,74.77,73.99,99.97,0,node886,39,env,,0,,,,74.049,0
pp_blk6_s1,4683701,salehkaleybars,ResNet18,CIFAR10,100,resnet18_blocks,AdamW,Adam,1e-3,1e-6,1,0,-15:-2.3026,,na,na,1,100,100,74.92,74.15,99.98,0,node885,39,env,,0,,,,74.189,0
pp_blk6_s2,4683702,salehkaleybars,ResNet18,CIFAR10,100,resnet18_blocks,AdamW,Adam,1e-3,1e-6,1,0,-15:-2.3026,,na,na,2,100,100,75.27,75.27,99.98,0,node884,39,env,,0,,,,74.547,0
pp_scal_s0,4683697,salehkaleybars,ResNet18,CIFAR10,100,scalar,AdamW,Adam,1e-3,1e-6,1,0,-15:-2.3026,,na,na,0,100,100,74.04,73.81,100.0,0,node883,39,env,,0,,,,73.596,0
pp_scal_s1,4683698,salehkaleybars,ResNet18,CIFAR10,100,scalar,AdamW,Adam,1e-3,1e-6,1,0,-15:-2.3026,,na,na,1,100,100,73.95,73.95,100.0,0,node883,39,env,,0,,,,73.256,0
