# PROPOSED rows for results/CORPUS-EXCLUSIONS.tsv, owed by CORRECTIONS 306.9 at cai1's landing: 32 rows, ALL TWO-AXIS (308.2 / 308.8):
# every run is at --weight-decay-base 0 (ARGS_WD_BASE, 263's kind) AND prints DECAY_ROUTE: on mode=alpha_indep (the 10th line kind, 308).
# witness ARGS_WD_BASE GENERATED by corpus_exclusions.args_deviations(args_factors(<the run's own .out>)) (HEAD 3723a499 module, read-only),
# never typed; each run's DECAY_ROUTE line (copied from its .out) was asserted equal to DECAY_ROUTE_ARMS and MULTI_KIND for its arm.
# Row forms of CORRECTIONS 308.8, in ASCII (alpha written out, as every row of the TSV).  job_id from each run's own .out file name.
# NOT applied here: this stage does NOT edit results/CORPUS-EXCLUSIONS.tsv or analysis/corpus_exclusions.py; the ingest applies them.
# registered_at = CORRECTIONS 318: PROVISIONAL (317 is already named provisionally by results/crd1_exclusion_rows_PROPOSED.tsv) --
# the landing entry must carry this number or the ingest must rewrite the column to the landing entry's number.
# Verified byte for byte by analysis/cai1_attack_indep.py [8].  Rows in job order.
run	job_id	batch	arm	looks_like	intervention	witness	registered_at	reason
cai1-k01I5-s194	5081302	cai1	k01I5	k01 (granularity scalar)	--weight-decay-base 0 + DECAY_ROUTE=alpha_indep:5e-5	ARGS_WD_BASE: weight-decay-base=0	CORRECTIONS 318	TWO-AXIS (CORRECTIONS 284 / 308): the alpha-independent decay route AND the removed alpha-scaled base decay are carried by no CSV column; listed with the ARGS witness, the DECAY_ROUTE line held to MULTI_KIND and DECAY_ROUTE_ARMS
cai1-kLI5-s194	5081303	cai1	kLI5	kL (granularity layerwise)	--weight-decay-base 0 + DECAY_ROUTE=alpha_indep:5e-5	ARGS_WD_BASE: weight-decay-base=0	CORRECTIONS 318	TWO-AXIS (CORRECTIONS 284 / 308): the alpha-independent decay route AND the removed alpha-scaled base decay are carried by no CSV column; listed with the ARGS witness, the DECAY_ROUTE line held to MULTI_KIND and DECAY_ROUTE_ARMS
cai1-chI5-s195	5081304	cai1	chI5	ch (granularity chunk777)	--weight-decay-base 0 + DECAY_ROUTE=alpha_indep:5e-5	ARGS_WD_BASE: weight-decay-base=0	CORRECTIONS 318	TWO-AXIS (CORRECTIONS 284 / 308): the alpha-independent decay route AND the removed alpha-scaled base decay are carried by no CSV column; listed with the ARGS witness, the DECAY_ROUTE line held to MULTI_KIND and DECAY_ROUTE_ARMS
cai1-ndI5-s195	5081305	cai1	ndI5	nd (granularity nodewise)	--weight-decay-base 0 + DECAY_ROUTE=alpha_indep:5e-5	ARGS_WD_BASE: weight-decay-base=0	CORRECTIONS 318	TWO-AXIS (CORRECTIONS 284 / 308): the alpha-independent decay route AND the removed alpha-scaled base decay are carried by no CSV column; listed with the ARGS witness, the DECAY_ROUTE line held to MULTI_KIND and DECAY_ROUTE_ARMS
cai1-k01I5-s195	5081306	cai1	k01I5	k01 (granularity scalar)	--weight-decay-base 0 + DECAY_ROUTE=alpha_indep:5e-5	ARGS_WD_BASE: weight-decay-base=0	CORRECTIONS 318	TWO-AXIS (CORRECTIONS 284 / 308): the alpha-independent decay route AND the removed alpha-scaled base decay are carried by no CSV column; listed with the ARGS witness, the DECAY_ROUTE line held to MULTI_KIND and DECAY_ROUTE_ARMS
cai1-kLI5-s195	5081307	cai1	kLI5	kL (granularity layerwise)	--weight-decay-base 0 + DECAY_ROUTE=alpha_indep:5e-5	ARGS_WD_BASE: weight-decay-base=0	CORRECTIONS 318	TWO-AXIS (CORRECTIONS 284 / 308): the alpha-independent decay route AND the removed alpha-scaled base decay are carried by no CSV column; listed with the ARGS witness, the DECAY_ROUTE line held to MULTI_KIND and DECAY_ROUTE_ARMS
cai1-chI4-s192	5081308	cai1	chI4	ch (granularity chunk777)	--weight-decay-base 0 + DECAY_ROUTE=alpha_indep:5e-4	ARGS_WD_BASE: weight-decay-base=0	CORRECTIONS 318	TWO-AXIS (CORRECTIONS 284 / 308): the alpha-independent decay route AND the removed alpha-scaled base decay are carried by no CSV column; listed with the ARGS witness, the DECAY_ROUTE line held to MULTI_KIND and DECAY_ROUTE_ARMS
cai1-ndI4-s192	5081309	cai1	ndI4	nd (granularity nodewise)	--weight-decay-base 0 + DECAY_ROUTE=alpha_indep:5e-4	ARGS_WD_BASE: weight-decay-base=0	CORRECTIONS 318	TWO-AXIS (CORRECTIONS 284 / 308): the alpha-independent decay route AND the removed alpha-scaled base decay are carried by no CSV column; listed with the ARGS witness, the DECAY_ROUTE line held to MULTI_KIND and DECAY_ROUTE_ARMS
cai1-k01I4-s192	5081310	cai1	k01I4	k01 (granularity scalar)	--weight-decay-base 0 + DECAY_ROUTE=alpha_indep:5e-4	ARGS_WD_BASE: weight-decay-base=0	CORRECTIONS 318	TWO-AXIS (CORRECTIONS 284 / 308): the alpha-independent decay route AND the removed alpha-scaled base decay are carried by no CSV column; listed with the ARGS witness, the DECAY_ROUTE line held to MULTI_KIND and DECAY_ROUTE_ARMS
cai1-kLI4-s192	5081311	cai1	kLI4	kL (granularity layerwise)	--weight-decay-base 0 + DECAY_ROUTE=alpha_indep:5e-4	ARGS_WD_BASE: weight-decay-base=0	CORRECTIONS 318	TWO-AXIS (CORRECTIONS 284 / 308): the alpha-independent decay route AND the removed alpha-scaled base decay are carried by no CSV column; listed with the ARGS witness, the DECAY_ROUTE line held to MULTI_KIND and DECAY_ROUTE_ARMS
cai1-chI4-s193	5081312	cai1	chI4	ch (granularity chunk777)	--weight-decay-base 0 + DECAY_ROUTE=alpha_indep:5e-4	ARGS_WD_BASE: weight-decay-base=0	CORRECTIONS 318	TWO-AXIS (CORRECTIONS 284 / 308): the alpha-independent decay route AND the removed alpha-scaled base decay are carried by no CSV column; listed with the ARGS witness, the DECAY_ROUTE line held to MULTI_KIND and DECAY_ROUTE_ARMS
cai1-ndI4-s193	5081313	cai1	ndI4	nd (granularity nodewise)	--weight-decay-base 0 + DECAY_ROUTE=alpha_indep:5e-4	ARGS_WD_BASE: weight-decay-base=0	CORRECTIONS 318	TWO-AXIS (CORRECTIONS 284 / 308): the alpha-independent decay route AND the removed alpha-scaled base decay are carried by no CSV column; listed with the ARGS witness, the DECAY_ROUTE line held to MULTI_KIND and DECAY_ROUTE_ARMS
cai1-k01I4-s193	5081314	cai1	k01I4	k01 (granularity scalar)	--weight-decay-base 0 + DECAY_ROUTE=alpha_indep:5e-4	ARGS_WD_BASE: weight-decay-base=0	CORRECTIONS 318	TWO-AXIS (CORRECTIONS 284 / 308): the alpha-independent decay route AND the removed alpha-scaled base decay are carried by no CSV column; listed with the ARGS witness, the DECAY_ROUTE line held to MULTI_KIND and DECAY_ROUTE_ARMS
cai1-kLI4-s193	5081315	cai1	kLI4	kL (granularity layerwise)	--weight-decay-base 0 + DECAY_ROUTE=alpha_indep:5e-4	ARGS_WD_BASE: weight-decay-base=0	CORRECTIONS 318	TWO-AXIS (CORRECTIONS 284 / 308): the alpha-independent decay route AND the removed alpha-scaled base decay are carried by no CSV column; listed with the ARGS witness, the DECAY_ROUTE line held to MULTI_KIND and DECAY_ROUTE_ARMS
cai1-chI4-s194	5081316	cai1	chI4	ch (granularity chunk777)	--weight-decay-base 0 + DECAY_ROUTE=alpha_indep:5e-4	ARGS_WD_BASE: weight-decay-base=0	CORRECTIONS 318	TWO-AXIS (CORRECTIONS 284 / 308): the alpha-independent decay route AND the removed alpha-scaled base decay are carried by no CSV column; listed with the ARGS witness, the DECAY_ROUTE line held to MULTI_KIND and DECAY_ROUTE_ARMS
cai1-ndI4-s194	5081317	cai1	ndI4	nd (granularity nodewise)	--weight-decay-base 0 + DECAY_ROUTE=alpha_indep:5e-4	ARGS_WD_BASE: weight-decay-base=0	CORRECTIONS 318	TWO-AXIS (CORRECTIONS 284 / 308): the alpha-independent decay route AND the removed alpha-scaled base decay are carried by no CSV column; listed with the ARGS witness, the DECAY_ROUTE line held to MULTI_KIND and DECAY_ROUTE_ARMS
cai1-k01I4-s194	5081318	cai1	k01I4	k01 (granularity scalar)	--weight-decay-base 0 + DECAY_ROUTE=alpha_indep:5e-4	ARGS_WD_BASE: weight-decay-base=0	CORRECTIONS 318	TWO-AXIS (CORRECTIONS 284 / 308): the alpha-independent decay route AND the removed alpha-scaled base decay are carried by no CSV column; listed with the ARGS witness, the DECAY_ROUTE line held to MULTI_KIND and DECAY_ROUTE_ARMS
cai1-kLI4-s194	5081319	cai1	kLI4	kL (granularity layerwise)	--weight-decay-base 0 + DECAY_ROUTE=alpha_indep:5e-4	ARGS_WD_BASE: weight-decay-base=0	CORRECTIONS 318	TWO-AXIS (CORRECTIONS 284 / 308): the alpha-independent decay route AND the removed alpha-scaled base decay are carried by no CSV column; listed with the ARGS witness, the DECAY_ROUTE line held to MULTI_KIND and DECAY_ROUTE_ARMS
cai1-chI4-s195	5081320	cai1	chI4	ch (granularity chunk777)	--weight-decay-base 0 + DECAY_ROUTE=alpha_indep:5e-4	ARGS_WD_BASE: weight-decay-base=0	CORRECTIONS 318	TWO-AXIS (CORRECTIONS 284 / 308): the alpha-independent decay route AND the removed alpha-scaled base decay are carried by no CSV column; listed with the ARGS witness, the DECAY_ROUTE line held to MULTI_KIND and DECAY_ROUTE_ARMS
cai1-ndI4-s195	5081321	cai1	ndI4	nd (granularity nodewise)	--weight-decay-base 0 + DECAY_ROUTE=alpha_indep:5e-4	ARGS_WD_BASE: weight-decay-base=0	CORRECTIONS 318	TWO-AXIS (CORRECTIONS 284 / 308): the alpha-independent decay route AND the removed alpha-scaled base decay are carried by no CSV column; listed with the ARGS witness, the DECAY_ROUTE line held to MULTI_KIND and DECAY_ROUTE_ARMS
cai1-k01I4-s195	5081322	cai1	k01I4	k01 (granularity scalar)	--weight-decay-base 0 + DECAY_ROUTE=alpha_indep:5e-4	ARGS_WD_BASE: weight-decay-base=0	CORRECTIONS 318	TWO-AXIS (CORRECTIONS 284 / 308): the alpha-independent decay route AND the removed alpha-scaled base decay are carried by no CSV column; listed with the ARGS witness, the DECAY_ROUTE line held to MULTI_KIND and DECAY_ROUTE_ARMS
cai1-kLI4-s195	5081323	cai1	kLI4	kL (granularity layerwise)	--weight-decay-base 0 + DECAY_ROUTE=alpha_indep:5e-4	ARGS_WD_BASE: weight-decay-base=0	CORRECTIONS 318	TWO-AXIS (CORRECTIONS 284 / 308): the alpha-independent decay route AND the removed alpha-scaled base decay are carried by no CSV column; listed with the ARGS witness, the DECAY_ROUTE line held to MULTI_KIND and DECAY_ROUTE_ARMS
