run,job_id,account,network,dataset,batch_size,granularity,base,meta,meta_stepsize,alpha0,gamma,augment,beta_clip,hier,lam,eta_ratio,seed,epochs_done,epochs_requested,best_test,final_test,final_train,collapsed,node,wallclock_min,provenance,dup_group,superseded,ep_to_85,ep_to_88,ep_to_90,plateau,ep_in_band_90
p6f-r10-node,4683584,salehkaleybars,ResNet10,CIFAR10,100,nodewise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,0,20,20,86.44,86.44,88.72,0,node880,5,env,,0,17,,,69.77,0
p4-r10-node,4683367,salehkaleybars,ResNet10,CIFAR10,100,nodewise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,shrink,1.0,na,0,20,20,71.4,69.5,72.57,0,node881,6,env,,0,,,,55.967,0
p7-r10-node-s1,4685328,salehkaleybars,ResNet10,CIFAR10,100,nodewise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,1,20,20,85.99,85.99,88.37,0,node886,5,env,,0,20,,,69.739,0
p7-r10-node-s2,4685331,salehkaleybars,ResNet10,CIFAR10,100,nodewise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,2,20,20,86.25,85.87,88.49,0,node881,5,env,,0,17,,,70.096,0
p4-r10-scal,4683365,salehkaleybars,ResNet10,CIFAR10,100,scalar,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,0,20,20,71.57,71.42,71.93,0,node887,6,env,,0,,,,62.149,0
sc-ResNet10-scal-s0,4683074,salehkaleybars,ResNet10,CIFAR10,100,scalar,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,0,100,100,71.86,71.79,72.14,0,node882,30,env,,0,,,,71.697,0
sc-ResNet10-scal-s1,4683078,salehkaleybars,ResNet10,CIFAR10,100,scalar,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,1,100,100,70.57,70.5,70.88,0,node883,30,env,,0,,,,70.36,0
sc-ResNet10-scal-s2,4683082,salehkaleybars,ResNet10,CIFAR10,100,scalar,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,2,100,100,70.33,70.21,70.36,0,node881,30,env,,0,,,,70.17,0
p4-r10-w,4683368,salehkaleybars,ResNet10,CIFAR10,100,weightwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,shrink,1.0,na,0,20,20,68.22,68.22,67.87,0,node882,6,env,,0,,,,51.285,0
p6f-r10-w,4683585,salehkaleybars,ResNet10,CIFAR10,100,weightwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,0,20,20,77.94,77.94,78.04,0,node885,4,env,,0,,,,61.367,0
p7-r10-w-s1,4685329,salehkaleybars,ResNet10,CIFAR10,100,weightwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,1,20,20,76.63,76.54,77.68,0,node882,4,env,,0,,,,61.448,0
p7-r10-w-s2,4685332,salehkaleybars,ResNet10,CIFAR10,100,weightwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,2,20,20,78.26,78.26,78.41,0,node880,4,env,,0,,,,62.19,0
sm_ResNet101,4680737,salehkaleybars,ResNet101,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,0,2,2,10.45,10.45,10.2,0,node885,4,env,,0,,,,,0
cs-r10-add-s0,4683708,salehkaleybars,ResNet10_c100,CIFAR100,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.06,0,100,100,12.55,5.51,5.5,0,node851,65,env,,0,,,,5.51,0
cs-r10-layer-s0,4683767,salehkaleybars,ResNet10_c100,CIFAR100,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,0,100,100,69.26,68.96,89.71,0,node886,21,env,,0,,,,68.609,0
cs-r10-layer-s1,4683769,salehkaleybars,ResNet10_c100,CIFAR100,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,1,100,100,68.78,67.99,89.77,0,node880,21,env,,0,,,,68.234,0
cs-r10-add-s1,4683711,salehkaleybars,ResNet10_c100,CIFAR100,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.06,1,100,100,12.11,5.57,5.62,0,node887,21,env,,0,,,,5.577,0
cs-r10-layer-s2,4683771,salehkaleybars,ResNet10_c100,CIFAR100,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,2,100,100,68.71,68.11,89.29,0,node887,21,env,,0,,,,67.954,0
cs-r10-add-s2,4683714,salehkaleybars,ResNet10_c100,CIFAR100,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.06,2,100,100,12.43,5.55,5.5,0,node885,21,env,,0,,,,5.587,0
cs-r10-scal-s0,4683766,salehkaleybars,ResNet10_c100,CIFAR100,100,scalar,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,0,100,100,13.09,12.78,12.64,0,node887,29,env,,0,,,,12.863,0
cs-r10-scal-s1,4683768,salehkaleybars,ResNet10_c100,CIFAR100,100,scalar,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,1,100,100,13.02,12.95,12.5,0,node886,29,env,,0,,,,12.839,0
cs-r10-scal-s2,4683770,salehkaleybars,ResNet10_c100,CIFAR100,100,scalar,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,2,100,100,13.36,13.27,12.79,0,node859,72,env,,0,,,,13.201,0
fxcos_3e-4_s0,4683251,salehkaleybars,ResNet18,CIFAR10,100,?,AdamW,?,,3e-4,1,1,none,,na,na,0,100,100,94.28,94.22,100.0,0,node886,31,env,,0,10,17,24,94.102,14
fx_adamw_1e-3_s0,4682785,salehkaleybars,ResNet18,CIFAR10,100,?,AdamW,?,,1e-3,1,1,none,,na,na,0,100,100,91.7,89.58,96.19,0,node880,31,env,,0,12,22,30,90.227,67
fxcos_1e-4_s0,4683248,salehkaleybars,ResNet18,CIFAR10,100,?,AdamW,?,,1e-4,1,1,none,,na,na,0,100,100,93.17,93.16,99.99,0,node881,31,env,,0,15,20,32,93.044,17
fxcos_1e-3_s0,4683254,salehkaleybars,ResNet18,CIFAR10,100,?,AdamW,?,,1e-3,1,1,none,,na,na,0,100,100,94.31,94.29,99.99,0,node887,31,env,,0,10,17,17,94.129,15
fx_adamw_1e-4_s0,4682781,salehkaleybars,ResNet18,CIFAR10,100,?,AdamW,?,,1e-4,1,1,none,,na,na,0,100,100,92.29,91.83,98.95,0,node880,31,env,,0,21,31,35,91.415,42
fx_adamw_3e-4_s0,4682783,salehkaleybars,ResNet18,CIFAR10,100,?,AdamW,?,,3e-4,1,1,none,,na,na,0,100,100,92.56,91.65,98.67,0,node887,31,env,,0,17,22,33,91.876,22
fx_adamw_3e-3_s0,4682787,salehkaleybars,ResNet18,CIFAR10,100,?,AdamW,?,,3e-3,1,1,none,,na,na,0,100,100,88.85,85.35,91.62,0,node881,30,env,,0,17,40,,85.556,0
fx_adamw_1e-4_s1,4682782,salehkaleybars,ResNet18,CIFAR10,100,?,AdamW,?,,1e-4,1,1,none,,na,na,1,100,100,91.88,91.88,99.02,0,node886,31,env,,0,26,31,48,91.238,40
fxcos_1e-4_s1,4683249,salehkaleybars,ResNet18,CIFAR10,100,?,AdamW,?,,1e-4,1,1,none,,na,na,1,100,100,93.1,93.06,99.99,0,node883,31,env,,0,16,25,32,92.926,15
gate0_adamw_s1,4650663,salehkaleybars,ResNet18,CIFAR10,100,?,AdamW,?,,1e-5,,?,none,,na,na,1,100,100,59.98,57.26,99.89,0,node887,31,inferred,,0,,,,58.227,0
fxcos_3e-4_s1,4683252,salehkaleybars,ResNet18,CIFAR10,100,?,AdamW,?,,3e-4,1,1,none,,na,na,1,100,100,94.27,94.27,99.99,0,node881,31,env,,0,11,14,26,94.069,10
fx_adamw_3e-3_s1,4682788,salehkaleybars,ResNet18,CIFAR10,100,?,AdamW,?,,3e-3,1,1,none,,na,na,1,100,100,90.15,87.04,91.61,0,node883,31,env,,0,19,32,86,86.368,1
fxcos_1e-3_s1,4683255,salehkaleybars,ResNet18,CIFAR10,100,?,AdamW,?,,1e-3,1,1,none,,na,na,1,100,100,94.41,94.35,99.99,0,node885,31,env,,0,11,13,24,94.092,16
fx_adamw_1e-3_s1,4682786,salehkaleybars,ResNet18,CIFAR10,100,?,AdamW,?,,1e-3,1,1,none,,na,na,1,100,100,91.73,89.36,96.37,0,node882,31,env,,0,15,22,34,90.301,65
fx_adamw_3e-4_s1,4682784,salehkaleybars,ResNet18,CIFAR10,100,?,AdamW,?,,3e-4,1,1,none,,na,na,1,100,100,92.59,91.23,98.76,0,node887,31,env,,0,17,25,31,91.739,24
fxcos_1e-4_s2,4683250,salehkaleybars,ResNet18,CIFAR10,100,?,AdamW,?,,1e-4,1,1,none,,na,na,2,100,100,92.69,92.62,100.0,0,node887,31,env,,0,13,21,33,92.584,25
fx_adamw_1e-4_s2,4683242,salehkaleybars,ResNet18,CIFAR10,100,?,AdamW,?,,1e-4,1,1,none,,na,na,2,100,100,91.84,91.75,98.91,0,node887,31,env,,0,23,28,50,91.151,44
fx_adamw_3e-4_s2,4683245,salehkaleybars,ResNet18,CIFAR10,100,?,AdamW,?,,3e-4,1,1,none,,na,na,2,100,100,92.59,91.92,98.81,0,node887,31,env,,0,14,23,30,91.938,23
fxcos_1e-3_s2,4683256,salehkaleybars,ResNet18,CIFAR10,100,?,AdamW,?,,1e-3,1,1,none,,na,na,2,100,100,94.18,94.18,99.99,0,node858,64,env,,0,10,17,23,94.058,16
fxcos_3e-4_s2,4683253,salehkaleybars,ResNet18,CIFAR10,100,?,AdamW,?,,3e-4,1,1,none,,na,na,2,100,100,94.15,94.15,99.99,0,node886,31,env,,0,10,15,26,94.016,14
fx_adamw_3e-4_s3,4683246,salehkaleybars,ResNet18,CIFAR10,100,?,AdamW,?,,3e-4,1,1,none,,na,na,3,100,100,92.53,92.33,98.76,0,node885,31,env,,0,16,24,32,92.024,16
fx_adamw_1e-4_s3,4683243,salehkaleybars,ResNet18,CIFAR10,100,?,AdamW,?,,1e-4,1,1,none,,na,na,3,100,100,91.96,91.74,99.06,0,node886,31,env,,0,23,32,45,91.306,35
fx_adamw_1e-4_s4,4683244,salehkaleybars,ResNet18,CIFAR10,100,?,AdamW,?,,1e-4,1,1,none,,na,na,4,100,100,91.57,89.77,99.0,0,node886,31,env,,0,22,37,54,90.829,49
fx_adamw_3e-4_s4,4683247,salehkaleybars,ResNet18,CIFAR10,100,?,AdamW,?,,3e-4,1,1,none,,na,na,4,100,100,92.27,92.09,98.74,0,node882,31,env,,0,18,26,32,91.715,23
dc-awscal-a1e3-s0,4683409,salehkaleybars,ResNet18,CIFAR10,100,layerwise,AdamW,Adam,1e-3,1e-3,1,1,-15:-2.3026,,na,na,0,100,100,91.12,90.74,99.91,0,node887,39,env,,0,9,13,29,90.819,80
dc-aw-a1e3-s0,4683407,salehkaleybars,ResNet18,CIFAR10,100,layerwise,AdamW,Adam,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.06,0,100,100,91.76,91.4,99.89,0,node885,40,env,,0,9,12,21,91.489,31
dc-aw-a1e4-s0,4683408,salehkaleybars,ResNet18,CIFAR10,100,layerwise,AdamW,Adam,1e-3,1e-4,1,1,-15:-2.3026,additive,na,0.06,0,100,100,93.02,92.78,99.89,0,node887,40,env,,0,7,10,13,92.748,8
dc-awscal-a1e3-s1,4683414,salehkaleybars,ResNet18,CIFAR10,100,layerwise,AdamW,Adam,1e-3,1e-3,1,1,-15:-2.3026,,na,na,1,100,100,91.36,90.99,99.89,0,node883,39,env,,0,9,15,29,91.041,61
dc-aw-a1e3-s1,4683412,salehkaleybars,ResNet18,CIFAR10,100,layerwise,AdamW,Adam,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.06,1,100,100,91.92,91.49,99.93,0,node887,40,env,,0,8,11,18,91.52,30
dc-aw-a1e4-s1,4683413,salehkaleybars,ResNet18,CIFAR10,100,layerwise,AdamW,Adam,1e-3,1e-4,1,1,-15:-2.3026,additive,na,0.06,1,100,100,92.96,92.94,99.92,0,node881,39,env,,0,7,9,13,92.713,5
dc-awscal-a1e3-s2,4683419,salehkaleybars,ResNet18,CIFAR10,100,layerwise,AdamW,Adam,1e-3,1e-3,1,1,-15:-2.3026,,na,na,2,100,100,91.43,91.05,99.91,0,node887,40,env,,0,10,17,32,91.062,67
dc-aw-a1e3-s2,4683417,salehkaleybars,ResNet18,CIFAR10,100,layerwise,AdamW,Adam,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.06,2,100,100,91.72,91.5,99.9,0,node880,39,env,,0,8,14,22,91.335,46
dc-aw-a1e4-s2,4683418,salehkaleybars,ResNet18,CIFAR10,100,layerwise,AdamW,Adam,1e-3,1e-4,1,1,-15:-2.3026,additive,na,0.06,2,100,100,93.06,92.98,99.89,0,node881,40,env,,0,7,9,12,92.805,6
dc-aw-a1e4-s3,4683423,salehkaleybars,ResNet18,CIFAR10,100,layerwise,AdamW,Adam,1e-3,1e-4,1,1,-15:-2.3026,additive,na,0.06,3,100,100,92.67,92.3,99.94,0,node885,39,env,,0,6,9,11,92.48,8
dc-awscal-a1e3-s3,4683424,salehkaleybars,ResNet18,CIFAR10,100,layerwise,AdamW,Adam,1e-3,1e-3,1,1,-15:-2.3026,,na,na,3,100,100,90.83,90.8,99.9,0,node886,39,env,,0,9,16,34,90.625,79
dc-aw-a1e3-s3,4683422,salehkaleybars,ResNet18,CIFAR10,100,layerwise,AdamW,Adam,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.06,3,100,100,91.67,91.47,99.89,0,node886,40,env,,0,8,11,20,91.422,37
dc-awscal-a1e3-s4,4683429,salehkaleybars,ResNet18,CIFAR10,100,layerwise,AdamW,Adam,1e-3,1e-3,1,1,-15:-2.3026,,na,na,4,100,100,91.16,91.16,99.92,0,node882,39,env,,0,8,14,27,90.853,72
dc-aw-a1e4-s4,4683428,salehkaleybars,ResNet18,CIFAR10,100,layerwise,AdamW,Adam,1e-3,1e-4,1,1,-15:-2.3026,additive,na,0.06,4,100,100,92.8,92.34,99.9,0,node882,40,env,,0,8,10,11,92.547,6
dc-aw-a1e3-s4,4683427,salehkaleybars,ResNet18,CIFAR10,100,layerwise,AdamW,Adam,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.06,4,100,100,91.37,91.23,99.88,0,node880,39,env,,0,8,12,20,91.095,59
gate0c_blk6_m2_s0,4652599,salehkaleybars,ResNet18,CIFAR10,100,resnet18_blocks,HF,?,1e-2,1e-6,1,?,none,,na,na,0,100,100,91.89,90.47,99.53,0,node880,44,inferred,,0,10,17,24,91.514,35
gate0b_blk6_s0,4651338,salehkaleybars,ResNet18,CIFAR10,100,resnet18_blocks,HF,?,1e-3,1e-6,1,?,none,,na,na,0,100,100,66.8,66.54,100.0,0,node873,31,inferred,,0,,,,66.326,0
gate0c_blk6_m3_s0,4652594,salehkaleybars,ResNet18,CIFAR10,100,resnet18_blocks,HF,?,1e-3,1e-6,1,?,none,,na,na,0,100,100,91.96,91.76,99.62,0,node887,44,inferred,,0,11,17,35,91.383,35
gate0c_blk6_m3_s1,4652598,salehkaleybars,ResNet18,CIFAR10,100,resnet18_blocks,HF,?,1e-3,1e-6,1,?,none,,na,na,1,100,100,91.56,91.56,99.73,0,node881,44,inferred,,0,14,19,33,91.188,46
gate0b_blk6_s1,4651339,salehkaleybars,ResNet18,CIFAR10,100,resnet18_blocks,HF,?,1e-3,1e-6,1,?,none,,na,na,1,100,100,66.14,65.52,100.0,0,node872,31,inferred,,0,,,,65.468,0
gate0_6block_s1,4650665,salehkaleybars,ResNet18,CIFAR10,100,resnet18_blocks,HF,?,,1e-6,,?,none,,na,na,1,100,100,75.47,75.05,99.9,0,node881,39,inferred,,0,,,,74.944,0
gate0c_blk6_m2_s1,4652600,salehkaleybars,ResNet18,CIFAR10,100,resnet18_blocks,HF,?,1e-2,1e-6,1,?,none,,na,na,1,85,100,91.68,91.5,99.58,0,node851,78,inferred,,0,10,15,22,91.006,46
gate0b_blk6_s2,4651340,salehkaleybars,ResNet18,CIFAR10,100,resnet18_blocks,HF,?,1e-3,1e-6,1,?,none,,na,na,2,100,100,65.99,65.7,100.0,0,node887,39,inferred,,0,,,,65.651,0
gate0c_scal_m3_s0,4652590,salehkaleybars,ResNet18,CIFAR10,100,scalar,HF,?,1e-3,1e-6,1,?,none,,na,na,0,100,100,92.21,91.64,99.66,0,node887,44,inferred,,0,14,17,33,91.657,33
gate0b_scal_s0,4651335,salehkaleybars,ResNet18,CIFAR10,100,scalar,HF,?,1e-3,1e-6,1,?,none,,na,na,0,100,100,69.09,68.52,100.0,0,node887,39,inferred,,0,,,,68.363,0
gate0c_scal_m2_s0,4652592,salehkaleybars,ResNet18,CIFAR10,100,scalar,HF,?,1e-2,1e-6,1,?,none,,na,na,0,100,100,92.46,92.08,98.8,0,node885,44,inferred,,0,10,16,25,91.719,32
gate0c_scal_m2_s1,4652593,salehkaleybars,ResNet18,CIFAR10,100,scalar,HF,?,1e-2,1e-6,1,?,none,,na,na,1,81,100,92.46,91.75,99.28,0,node851,78,inferred,,0,10,19,25,91.293,32
gate0b_scal_s1,4651336,salehkaleybars,ResNet18,CIFAR10,100,scalar,HF,?,1e-3,1e-6,1,?,none,,na,na,1,100,100,69.24,68.95,100.0,0,node864,44,inferred,,0,,,,68.785,0
gate0c_scal_m3_s1,4652591,salehkaleybars,ResNet18,CIFAR10,100,scalar,HF,?,1e-3,1e-6,1,?,none,,na,na,1,100,100,92.05,91.72,99.63,0,node887,44,inferred,,0,14,22,34,91.579,38
gate0_scalar_s1,4650664,salehkaleybars,ResNet18,CIFAR10,100,scalar,HF,?,,1e-6,,?,none,,na,na,1,100,100,76.17,75.81,99.67,0,node881,39,inferred,,0,,,,75.951,0
gate0b_scal_s2,4651337,salehkaleybars,ResNet18,CIFAR10,100,scalar,HF,?,1e-3,1e-6,1,?,none,,na,na,2,100,100,69.16,68.87,99.97,0,node873,31,inferred,,0,,,,68.734,0
m1a3-r0-s0,4683568,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0,0,100,100,92.53,92.17,98.11,0,node858,72,env,,0,18,20,24,92.308,5
zsw-l-r07_s0,4681682,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,zpool,na,0.7,0,100,100,89.39,89.15,98.84,0,node880,31,env,,0,32,50,,88.993,10
zb-l-r0,4681230,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,zpool,na,0,0,20,20,71.07,71.07,70.88,0,node887,6,env,,0,,,,32.49,0
zsw-l-r0_s0,4681674,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,zpool,na,0,0,100,100,88.12,87.97,93.64,0,node881,31,env,,0,39,85,,87.854,0
p3-lay-plain,4681087,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,0,20,20,88.23,88.23,91.72,0,node885,6,env,,0,14,20,,75.296,0
zb-l-r05,4681232,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,zpool,na,0.5,0,20,20,71.36,71.36,70.97,0,node887,6,env,,0,,,,32.476,0
c100disc-c10,4683258,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,0,5,5,67.37,67.37,63.38,0,node882,1,env,,0,,,,,0
zsw-l-r05_s0,4681680,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,zpool,na,0.5,0,100,100,89.5,89.3,98.7,0,node887,31,env,,0,33,51,,89.119,18
a0L-lsh01-1e4_s0,4680944,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-4,1,1,-15:-2.3026,shrink,0.1,na,0,100,100,92.74,92.48,97.99,0,node887,31,env,,0,24,26,31,92.281,9
ac-r008-s0,4687204,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.08,0,59,100,92.7,91.83,98.21,0,node881,,env,,0,17,19,22,92.236,3
hs-l-lam01_s0,4680586,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,?,-15:-2.3026,shrink,0.1,na,0,100,100,92.55,92.46,97.8,0,node886,31,inferred,,0,36,39,42,92.3,4
a0h-lsh01-1e6_s0,4680823,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,shrink,0.1,na,0,100,100,92.53,92.15,97.64,0,node851,77,env,,0,37,38,42,92.239,3
v_layerwise,4679110,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,?,none,,na,na,0,3,3,13.19,13.19,13.01,0,node851,2,inferred,,0,,,,,0
e300-lplain_s0,4680995,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,0,300,300,92.2,92.06,99.99,0,node886,91,env,,0,14,23,40,92.02,43
a0L-lplain-1e3_s0,4680939,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,0,100,100,91.6,91.16,99.88,0,node886,31,env,,0,13,23,38,91.225,46
g3_sgdmAdam_layer_s0,4679442,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Adam,1e-3,1e-6,1,?,none,,na,na,0,100,100,91.11,90.62,99.73,0,node885,31,inferred,,0,15,26,48,90.588,64
zv-l-r0,4681113,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,zpool,na,0,0,4,4,13.49,13.49,13.46,0,node887,1,env,,0,,,,,0
hv_lam1,4679630,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,?,-15:-2.3026,shrink,1,na,0,4,4,13.36,13.36,13.4,0,node885,1,inferred,,0,,,,,0
a0L-lsh01-1e6_s0,4680948,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,shrink,0.1,na,0,100,100,92.79,92.79,97.76,0,node881,31,env,,0,35,38,41,92.461,4
m1a3-r01-s0,4683574,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.1,0,100,100,92.6,92.22,99.36,0,node880,31,env,,0,17,19,22,92.229,2
d2_layer_s0,4679314,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,?,none,,na,na,0,100,100,91.22,91.06,99.55,0,node886,31,inferred,,0,28,36,58,90.945,46
zm0-l-r1,4682710,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,zmpool,na,1,0,20,20,74.23,74.23,73.21,0,node858,14,env,,0,,,,32.972,0
a0h-lplain-1e6_s0,4680822,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,0,100,100,91.28,90.68,99.6,0,node859,72,env,,0,29,35,51,90.859,50
hv_ratio1,4679629,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,?,-15:-2.3026,additive,na,1,0,4,4,13.49,13.49,13.46,0,node885,1,inferred,,0,,,,,0
zm0-ref-layer,4682708,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,0,20,20,73.04,73.04,73.05,0,node858,14,env,,0,,,,33.062,0
zv-ref-layer,4681111,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,0,4,4,13.51,13.51,13.47,0,node887,1,env,,0,,,,,0
p3-lay-L1p0,4681084,salehkaleybars,ResNet18,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,shrink,1.0,na,0,20,20,88.34,88.34,89.05,0,node887,6,env,,0,18,20,,69.88,0
