# PROPOSED rows for results/CORPUS-EXCLUSIONS.tsv, owed by CORRECTIONS 300.9 at crt1's landing (36 = every run: wd 5e-4 != the standard 0.1).
# NOT applied here: this stage does NOT edit results/CORPUS-EXCLUSIONS.tsv or analysis/corpus_exclusions.py; the ingest applies them.
# Kind ARGS_WD_BASE exists since CORRECTIONS 263 (standard 0.1).  ONE ARGS kind per run: meta-stepsize and alpha0 are CSV columns
# (300.9), so no run is two-ARGS.  registered_at = CORRECTIONS 309, the crt1 landing entry (308's note), as caw2 / cgw1 carry their
# landing entries (295 / 296).  job_id from each run's own .out file name; witness = the value on the run's own ARGS line (verified
# by analysis/crt1_attack_indep.py [8]).  Rows in job order.
run	job_id	batch	arm	looks_like	intervention	witness	registered_at	reason
crt1-k01A2-s178	5080623	crt1	k01A2	k01 (granularity scalar)	--weight-decay-base 5e-4	ARGS_WD_BASE: weight-decay-base=5e-4	CORRECTIONS 309	base-optimiser CLI flag not carried by any CSV column (ARGS-value kind, CORRECTIONS 263)
crt1-chM3-s176	5080624	crt1	chM3	ch (granularity chunk777)	--weight-decay-base 5e-4	ARGS_WD_BASE: weight-decay-base=5e-4	CORRECTIONS 309	base-optimiser CLI flag not carried by any CSV column (ARGS-value kind, CORRECTIONS 263)
crt1-ndM3-s176	5080625	crt1	ndM3	nd (granularity nodewise)	--weight-decay-base 5e-4	ARGS_WD_BASE: weight-decay-base=5e-4	CORRECTIONS 309	base-optimiser CLI flag not carried by any CSV column (ARGS-value kind, CORRECTIONS 263)
crt1-k01M3-s176	5080626	crt1	k01M3	k01 (granularity scalar)	--weight-decay-base 5e-4	ARGS_WD_BASE: weight-decay-base=5e-4	CORRECTIONS 309	base-optimiser CLI flag not carried by any CSV column (ARGS-value kind, CORRECTIONS 263)
crt1-chM3-s177	5080628	crt1	chM3	ch (granularity chunk777)	--weight-decay-base 5e-4	ARGS_WD_BASE: weight-decay-base=5e-4	CORRECTIONS 309	base-optimiser CLI flag not carried by any CSV column (ARGS-value kind, CORRECTIONS 263)
crt1-ndM3-s177	5080629	crt1	ndM3	nd (granularity nodewise)	--weight-decay-base 5e-4	ARGS_WD_BASE: weight-decay-base=5e-4	CORRECTIONS 309	base-optimiser CLI flag not carried by any CSV column (ARGS-value kind, CORRECTIONS 263)
crt1-k01M3-s177	5080630	crt1	k01M3	k01 (granularity scalar)	--weight-decay-base 5e-4	ARGS_WD_BASE: weight-decay-base=5e-4	CORRECTIONS 309	base-optimiser CLI flag not carried by any CSV column (ARGS-value kind, CORRECTIONS 263)
crt1-chM3-s178	5080631	crt1	chM3	ch (granularity chunk777)	--weight-decay-base 5e-4	ARGS_WD_BASE: weight-decay-base=5e-4	CORRECTIONS 309	base-optimiser CLI flag not carried by any CSV column (ARGS-value kind, CORRECTIONS 263)
crt1-ndM3-s178	5080632	crt1	ndM3	nd (granularity nodewise)	--weight-decay-base 5e-4	ARGS_WD_BASE: weight-decay-base=5e-4	CORRECTIONS 309	base-optimiser CLI flag not carried by any CSV column (ARGS-value kind, CORRECTIONS 263)
crt1-k01M3-s178	5080633	crt1	k01M3	k01 (granularity scalar)	--weight-decay-base 5e-4	ARGS_WD_BASE: weight-decay-base=5e-4	CORRECTIONS 309	base-optimiser CLI flag not carried by any CSV column (ARGS-value kind, CORRECTIONS 263)
crt1-chM1-s176	5080634	crt1	chM1	ch (granularity chunk777)	--weight-decay-base 5e-4	ARGS_WD_BASE: weight-decay-base=5e-4	CORRECTIONS 309	base-optimiser CLI flag not carried by any CSV column (ARGS-value kind, CORRECTIONS 263)
crt1-ndM1-s176	5080635	crt1	ndM1	nd (granularity nodewise)	--weight-decay-base 5e-4	ARGS_WD_BASE: weight-decay-base=5e-4	CORRECTIONS 309	base-optimiser CLI flag not carried by any CSV column (ARGS-value kind, CORRECTIONS 263)
crt1-k01M1-s176	5080636	crt1	k01M1	k01 (granularity scalar)	--weight-decay-base 5e-4	ARGS_WD_BASE: weight-decay-base=5e-4	CORRECTIONS 309	base-optimiser CLI flag not carried by any CSV column (ARGS-value kind, CORRECTIONS 263)
crt1-chM1-s177	5080637	crt1	chM1	ch (granularity chunk777)	--weight-decay-base 5e-4	ARGS_WD_BASE: weight-decay-base=5e-4	CORRECTIONS 309	base-optimiser CLI flag not carried by any CSV column (ARGS-value kind, CORRECTIONS 263)
crt1-ndM1-s177	5080638	crt1	ndM1	nd (granularity nodewise)	--weight-decay-base 5e-4	ARGS_WD_BASE: weight-decay-base=5e-4	CORRECTIONS 309	base-optimiser CLI flag not carried by any CSV column (ARGS-value kind, CORRECTIONS 263)
crt1-k01M1-s177	5080639	crt1	k01M1	k01 (granularity scalar)	--weight-decay-base 5e-4	ARGS_WD_BASE: weight-decay-base=5e-4	CORRECTIONS 309	base-optimiser CLI flag not carried by any CSV column (ARGS-value kind, CORRECTIONS 263)
crt1-chM1-s178	5080640	crt1	chM1	ch (granularity chunk777)	--weight-decay-base 5e-4	ARGS_WD_BASE: weight-decay-base=5e-4	CORRECTIONS 309	base-optimiser CLI flag not carried by any CSV column (ARGS-value kind, CORRECTIONS 263)
crt1-ndM1-s178	5080641	crt1	ndM1	nd (granularity nodewise)	--weight-decay-base 5e-4	ARGS_WD_BASE: weight-decay-base=5e-4	CORRECTIONS 309	base-optimiser CLI flag not carried by any CSV column (ARGS-value kind, CORRECTIONS 263)
crt1-k01M1-s178	5080642	crt1	k01M1	k01 (granularity scalar)	--weight-decay-base 5e-4	ARGS_WD_BASE: weight-decay-base=5e-4	CORRECTIONS 309	base-optimiser CLI flag not carried by any CSV column (ARGS-value kind, CORRECTIONS 263)
